AQW00061705         825C
USC00454769         414S
USC00455133         238S
USC00455224         398C
USC00455231         362R
USC00455326         277R
USC00455525         404S
USC00455659         318R
USC00455678         413R
USC00455688         318R
USC00455704         393S
USC00455840         366S
USC00455844         267R
USC00455946         305S
USC00456011         406R
USC00456039         318S
USC00456096         411S
USC00456215         322R
USC00456262         380S
USC00456295         392S
USC00456534         286C
USC00456610         324R
USC00456624         410S
USC00456678         425S
USC00456747         356S
USC00456768         355R
USC00456789         316C
USC00456803         412R
USC00456846         391R
USC00456880         305S
USC00456898         283S
USC00456914         400C
USC00456974         250S
USC00457015         354S
USC00457059         304C
USC00457180         306S
USC00457185         347S
USC00457267         330S
USC00457319         399R
USC00457342         301R
USC00457507         409S
USC00457522         314R
USC00457544         394S
USC00457584         395R
USC00457657         351Q
USC00457696         382S
USC00457727         336R
USC00457773         409S
USC00457941         281R
USC00458034         409S
USC00458059         303S
USC00458207         345S
USC00458278         426S
USC00458520         297R
USC00458715         349C
USC00458773         402S
USC00458959         330S
USC00459012         251R
USC00459058         274R
USC00459074         320S
USC00459079         314R
USC00459200         352S
USC00459238         273S
USC00459376         243C
USC00459455         327Q
USC00459463         341R
USC00460102         323Q
USC00460202         348R
USC00460355         321R
USC00460509         278R
USC00460527         269S
USC00460580         306S
USC00460633         313R
USC00460925         323R
USC00460939         347R
USC00461215         294S
USC00461220         320S
USC00461290         303Q
USC00461324         319R
USC00461330         322R
USC00461393         291R
USC00461397         257R
USC00461579         345R
USC00461677         322S
USC00461723         344R
USC00461900         277Q
USC00462054         320R
USC00462211         253Q
USC00462462         339Q
USC00462522         350S
USC00462697         330Q
USC00462709         359R
USC00462920         333S
USC00463072         310R
USC00463215         338R
USC00463251         282Q
USC00463361         338S
USC00463464         265R
USC00463544         342S
USC00463648         324Q
USC00463798         319R
USC00463846         349R
USC00463940         316Q
USC00464200         343S
USC00464397         360R
USC00464763         331R
USC00464840         320R
USC00464956         320R
USC00464971         274Q
USC00465224         305S
USC00465353         367S
USC00465365         368S
USC00465453         315Q
USC00465563         356S
USC00465626         300S
USC00465672         283R
USC00465706         328Q
USC00465739         320R
USC00465875         280R
USC00465963         309S
USC00466163         327C
USC00466212         321S
USC00466248         324R
USC00466284         312Q
USC00466325         335R
USC00466442         304R
USC00466591         331S
USC00466600         332R
USC00466867         300C
USC00466912         342Q
USC00466952         342R
USC00466982         325Q
USC00466989         300R
USC00467018         317R
USC00467029         337C
USC00467372         334Q
USC00467513         304R
USC00467552         346S
USC00467649         316R
USC00467730         323S
USC00467785         309S
USC00467918         316R
USC00468051         290R
USC00468308         236S
USC00468351         318R
USC00468384         326S
USC00468522         321Q
USC00468589         323Q
USC00468614         318R
USC00468662         334R
USC00468777         294S
USC00468986         315R
USC00469011         335R
USC00469049         339Q
USC00469281         326S
USC00469333         336R
USC00469336         336R
USC00469436         331R
USC00469458         327S
USC00469482         322R
USC00469522         317S
USC00469610         377R
USC00469683         354S
USC00470045         223R
USC00470124         208C
USC00470175         158R
USC00470239         142S
USC00470265         200S
USC00470273         215S
USC00470287         213Q
USC00470308         188R
USC00470347         154Q
USC00470349         150R
USC00470382         158Q
USC00470516         206S
USC00470603         172R
USC00470645         206S
USC00470696         231C
USC00470742         193Q
USC00470773         152R
USC00470882         170S
USC00470904         156S
USC00470991         148R
USC00471044         178R
USC00471062         220Q
USC00471064         195R
USC00471078         215S
USC00471131         137R
USC00471205         216S
USC00471249         132R
USC00471280         196R
USC00471416         217S
USC00471568         203S
USC00471605         219Q
USC00471667         215Q
USC00471676         186S
USC00471840         203Q
USC00471847         140S
USC00471897         165S
USC00471923         134S
USC00471970         208R
USC00471978         148S
USC00472001         205R
USC00472055         198Q
USC00472165         205R
USC00472173         201R
USC00472240         135R
USC00472279         177Q
USC00472314         163R
USC00472556         179S
USC00472626         218Q
USC00472826         153R
USC00472839         202S
USC00472851         205Q
USC00472869         220C
USC00472889         145S
USC00472973         180Q
USC00473022         190R
USC00473038         218C
USC00473058         216S
USC00473116         212Q
USC00473174         162R
USC00473186         134C
USC00473268         197Q
USC00473271         195Q
USC00473332         135S
USC00473391         224Q
USC00473405         182R
USC00473453         205S
USC00473471         164R
USC00473511         145R
USC00473654         198S
USC00473661         214Q
USC00473698         151R
USC00473702         198Q
USC00473756         202S
USC00473800         148R
USC00473820         205Q
USC00474080         158S
USC00474108         215Q
USC00474174         259S
USC00474195         210R
USC00474373         188Q
USC00474391         157Q
USC00474457         247R
USC00474482         213R
USC00474523         160R
USC00474530         142Q
USC00474546         196S
USC00474582         149S
USC00474790         204Q
USC00474829         143R
USC00474894         162S
USC00474937         221S
USC00474953         176S
USC00475017         221S
USC00475091         202R
USC00475096         189Q
USC00475120         174S
USC00475164         178S
USC00475178         199R
USC00475189         212Q
USC00475255         150S
USC00475286         145S
USC00475335         175C
USC00475364         156C
USC00475474         244S
USC00475516         130R
USC00475525         129R
USC00475563         184S
USC00475573         219Q
USC00475581         198R
USC00475786         191S
USC00475808         166S
USC00475863         159R
USC00475932         191S
USC00476122         138R
USC00476200         218S
USC00476208         189S
USC00476330         209R
USC00476357         144C
USC00476380         232Q
USC00476398         142R
USC00476413         137R
USC00476510         185Q
USC00476646         208C
USC00476678         216S
USC00476718         211S
USC00476764         237S
USC00476772         164R
USC00476827         211S
USC00476838         207R
USC00476859         139S
USC00476922         252C
USC00476939         143R
USC00477052         214R
USC00477092         131S
USC00477113         151S
USC00477132         144S
USC00477142         140Q
USC00477158         201S
USC00477174         142S
USC00477209         194Q
USC00477226         163C
USC00477319         211R
USC00477349         162S
USC00477464         161S
USC00477480         136S
USC00477576         208Q
USC00477708         177C
USC00477725         247R
USC00477892         149S
USC00477964         243Q
USC00477997         193S
USC00478027         142C
USC00478110         161S
USC00478171         181S
USC00478190         162Q
USC00478229         215R
USC00478267         208S
USC00478316         215R
USC00478349         168S
USC00478376         172R
USC00478540         199Q
USC00478589         203S
USC00478672         219C
USC00478723         231R
USC00478827         175S
USC00478905         211S
USC00478910         222Q
USC00478919         210S
USC00478937         219R
USC00478951         192S
USC00479046         246R
USC00479050         225R
USC00479144         141R
USC00479190         218S
USC00479236         141S
USC00479304         139R
USC00479319         196S
USC00479335         190S
USC00480027         188R
USC00480080         290S
USC00480140         204S
USC00480270         280R
USC00480484         205S
USC00480540         195R
USC00480552         240S
USC00480603         174S
USC00480680         254Q
USC00480740         257S
USC00480761         218R
USC00480778         284S
USC00480865         109R
USC00480915         141R
USC00480951         112R
USC00481000         201S
USC00481131         224Q
USC00481165         252S
USC00481175         318R
USC00481220         180S
USC00481284         243R
USC00481547         271R
USC00481569         270Q
USC00481610         230R
USC00481676         287Q
USC00481730         285R
USC00481736         211R
USC00481775         227S
USC00481816         219S
USC00481840         273S
USC00481850         265R
USC00481855         291R
USC00481905         251S
USC00482054         146R
USC00482135         191Q
USC00482242         115R
USC00482375         104S
USC00482399         234Q
USC00482410         230R
USC00482415         200R
USC00482466         214S
USC00482580         235C
USC00482595         223R
USC00482680         259R
USC00482685         251R
USC00482715         240R
USC00482725         263S
USC00482881         239R
USC00482995         245R
USC00483031         211S
USC00483045         240R
USC00483100         218R
USC00483396         154R
USC00483582         174R
USC00483855         256S
USC00483936         236Q
USC00483950         278S
USC00484065         220R
USC00484080         188R
USC00484411         245R
USC00484442         278R
USC00484760         240R
USC00484910         183S
USC00484925         208R
USC00485055         245S
USC00485088         251R
USC00485105         157R
USC00485252         148R
USC00485260         305S
USC00485345         140R
USC00485374         259Q
USC00485392         199Q
USC00485435         225R
USC00485506         254C
USC00485612         274Q
USC00485770         212S
USC00485830         246R
USC00485833         270Q
USC00486120         206R
USC00486195         251S
USC00486428         152R
USC00486440         150S
USC00486555         229R
USC00486595         242R
USC00486660         254S
USC00486845         147S
USC00486852         265R
USC00487031         191Q
USC00487105         247Q
USC00487115         217R
USC00487200         286C
USC00487240         270R
USC00487260         147S
USC00487376         222R
USC00487388         219S
USC00487528         236Q
USC00487548         191R
USC00487555         244C
USC00487760         199R
USC00487810         214R
USC00487836         218Q
USC00487847         235Q
USC00487885         236Q
USC00487955         140R
USC00487990         237R
USC00488070         234R
USC00488124         220R
USC00488160         233S
USC00488192         133S
USC00488209         204Q
USC00488315         140S
USC00488385         167R
USC00488626         247Q
USC00488705         251R
USC00488758         211S
USC00488808         248R
USC00488852         271S
USC00488858         189S
USC00488875         272R
USC00488884         191Q
USC00488888         250S
USC00488995         274R
USC00488997         253R
USC00489025         160S
USC00489205         226S
USC00489208         214Q
USC00489459         191R
USC00489467         285R
USC00489580         254R
USC00489604         296R
USC00489615         309S
USC00489770         200R
USC00489805         239R
USC00489902         172Q
USC00489905         214S
USC00489925         305S
USC00500243         234C
USC00500247         174Q
USC00500275         187R
USC00500281         210Q
USC00500284         185Q
USC00500302         195R
USC00500363         258R
USC00500464         298S
USC00500490         -31Q
USC00500657         353R
USC00500707         169R
USC00500788         217S
USC00501175         175Q
USC00501180         148Q
USC00501220         137Q
USC00501240         258S
USC00501243          37R
USC00501244          40Q
USC00501466        -120R
USC00501492        -120R
USC00501497         -41Q
USC00501684        -164R
USC00501926         131R
USC00501987        -121Q
USC00502019         -18R
USC00502107          -9S
USC00502112          37S
USC00502126        -141R
USC00502144         252R
USC00502149         192S
USC00502173         329R
USC00502227         374R
USC00502339         -17R
USC00502350         -16R
USC00502352          -9R
USC00502457         168R
USC00502568         -45R
USC00502587         333S
USC00502642         179Q
USC00502645         178Q
USC00502656         165R
USC00502707         -43S
USC00502711         152Q
USC00502737         171Q
USC00502785         337S
USC00502868          57Q
USC00502870         -42Q
USC00502871         -56R
USC00502965         -59R
USC00502970         -21R
USC00503009          33R
USC00503160          51Q
USC00503163         174R
USC00503181          -4Q
USC00503196         157Q
USC00503198         317R
USC00503212         -48R
USC00503275           2R
USC00503294         299R
USC00503299         206S
USC00503304          -8R
USC00503502         249R
USC00503504         197R
USC00503573         158R
USC00503585          49R
USC00503672         242S
USC00503682         245R
USC00503695         311R
USC00503720         201R
USC00503933         200R
USC00504094         316R
USC00504425         186R
USC00504550         181R
USC00504567          32Q
USC00504621          70R
USC00504812         304S
USC00504971         -17Q
USC00504991         312Q
USC00505051         -55R
USC00505136        -137S
USC00505397         -19R
USC00505464         178R
USC00505516         -28Q
USC00505519         347S
USC00505604         270S
USC00505644         -50Q
USC00505733         172C
USC00505757          33R
USC00505778          58S
USC00505880          -5R
USC00505883         169R
USC00505894         204R
USC00506147          -9S
USC00506581         -53S
USC00506777          26R
USC00506853         305R
USC00506870         199R
USC00507097          30R
USC00507141         321R
USC00507352         153R
USC00507444         159R
USC00507502         231Q
USC00507513         -82R
USC00507557         362S
USC00507570         178S
USC00507738         310S
USC00507780        -147R
USC00507783          94R
USC00508140         -19R
USC00508183         330R
USC00508375         199R
USC00508377         228R
USC00508409          62Q
USC00508470          26R
USC00508547          12R
USC00508594         -53R
USC00508615         156Q
USC00508625         -10R
USC00508884          79Q
USC00508915         176S
USC00508945          76R
USC00509313         -77S
USC00509385           8R
USC00509460         260R
USC00509489           4R
USC00509641         -16C
USC00509685         233Q
USC00509747         288Q
USC00509759         180R
USC00509790          97S
USC00509829         293S
USC00509861          93R
USC00509869         -71R
USC00509891         -54Q
USC00509919         330S
USC00510305         725R
USC00510746         651Q
USC00511004         520C
USC00511125         717R
USC00511303         591S
USC00511339         699Q
USC00511918         722S
USC00512558         689P
USC00512679         668R
USC00512751         684Q
USC00513099         551R
USC00513113         722R
USC00513117         739R
USC00513146         718Q
USC00513317         725R
USC00513911         745R
USC00514459         687R
USC00514500         716R
USC00514561         709Q
USC00515000         612S
USC00515004         604S
USC00515011         526R
USC00515177         736R
USC00515275         683R
USC00515710         721Q
USC00515758         729R
USC00515842         722S
USC00515864         722Q
USC00516128         704S
USC00516198         434R
USC00516588         705R
USC00517000         733R
USC00517131         711R
USC00517150         695Q
USC00517166         665C
USC00517312         675Q
USC00518055         706Q
USC00518155         695Q
USC00518165         706R
USC00518407         717R
USC00518422         709S
USC00518500         682R
USC00518549         716Q
USC00518600         725S
USC00518652         653R
USC00518830         737R
USC00518838         686R
USC00519281         714Q
USC00519397         735S
USC00519523         721S
USC00519603         705R
USC00519629         717R
USW00003013         306R
USW00003016         264R
USW00003017         310R
USW00003024         397R
USW00003026         299R
USW00003027         319R
USW00003028         332R
USW00003029         303Q
USW00003030         364R
USW00003031         466R
USW00003032         505R
USW00003047         466Q
USW00003048         377Q
USW00003054         387Q
USW00003055         348Q
USW00003060         238Q
USW00003061         288Q
USW00003062         236Q
USW00003063         301Q
USW00003067         307Q
USW00003072         441Q
USW00003074         403Q
USW00003102         547R
USW00003103         305S
USW00003104         552S
USW00003122         562R
USW00003124         486Q
USW00003125         575S
USW00003131         555R
USW00003144         561R
USW00003145         592R
USW00003154         542R
USW00003159         456R
USW00003160         447R
USW00003162         385R
USW00003164         485S
USW00003166         567R
USW00003167         579R
USW00003170         258R
USW00003171         550R
USW00003177         554R
USW00003178         551R
USW00003179         531R
USW00003184         546R
USW00003192         551Q
USW00003195         289R
USW00003196         500R
USW00003728         492Q
USW00003733         270Q
USW00003739         410Q
USW00003749         311Q
USW00003757         386Q
USW00003758         408Q
USW00003759         364Q
USW00003761         319Q
USW00003802         331R
USW00003804         338S
USW00003809         396R
USW00003810         409S
USW00003811         404S
USW00003812         389S
USW00003813         480S
USW00003816         370S
USW00003818         523R
USW00003820         472C
USW00003822         514C
USW00003841         395C
USW00003847         378S
USW00003849         378S
USW00003853         569R
USW00003855         530S
USW00003856         437C
USW00003859         362S
USW00003860         360C
USW00003866         473S
USW00003868         307R
USW00003870         439S
USW00003872         332S
USW00003878         481Q
USW00003881         446S
USW00003882         547R
USW00003887         297R
USW00003888         447R
USW00003889         372S
USW00003893         315R
USW00003894         380Q
USW00003901         482R
USW00003902         510Q
USW00003904         526S
USW00003919         329S
USW00003927         476S
USW00003928         343C
USW00003931         509Q
USW00003932         400R
USW00003933         501Q
USW00003935         356C
USW00003936         307R
USW00003937         535S
USW00003940         476C
USW00003945         321S
USW00003947         312C
USW00003949         493Q
USW00003950         422R
USW00003951         487S
USW00003952         431S
USW00003953         394R
USW00003954         398R
USW00003957         353R
USW00003959         370S
USW00003960         340R
USW00003962         437R
USW00003963         343R
USW00003965         389R
USW00003966         335R
USW00003967         324R
USW00003969         452S
USW00003971         481R
USW00003974         342R
USW00003975         374R
USW00003981         426R
USW00003991         451R
USW00003994         342R
USW00003996         477R
USW00003997         316R
USW00003998         354R
USW00003999         496R
USW00004109         344R
USW00004110         279R
USW00004111         217R
USW00004112         157R
USW00004113         352R
USW00004114         205R
USW00004125         360Q
USW00004126         212Q
USW00004127         306Q
USW00004128         275Q
USW00004130         242Q
USW00004131         145Q
USW00004134         332Q
USW00004136         290Q
USW00004137         186Q
USW00004138         246Q
USW00004139         279Q
USW00004140         251Q
USW00004141         440Q
USW00004201         402R
USW00004222         450Q
USW00004223         378Q
USW00004236         409Q
USW00004237         400Q
USW00004724         265Q
USW00004725         247S
USW00004726         270R
USW00004751         235R
USW00004780         275R
USW00004781         330S
USW00004787         260R
USW00004789         280R
USW00004803         151R
USW00004804         306R
USW00004808         236R
USW00004826         185R
USW00004836         129R
USW00004838         265R
USW00004839         286R
USW00004840         218R
USW00004841         218R
USW00004842         290R
USW00004843         272R
USW00004845         242R
USW00004846         264R
USW00004847         263R
USW00004848         281R
USW00004849         288R
USW00004850         290R
USW00004851         272R
USW00004852         311R
USW00004853         319R
USW00004854         195R
USW00004855         280R
USW00004857         288R
USW00004858         300R
USW00004990         177Q
USW00004994          89Q
USW00012812         639R
USW00012815         619C
USW00012816         559S
USW00012818         585R
USW00012819         603R
USW00012832         542S
USW00012833         549R
USW00012834         595C
USW00012835         657R
USW00012836         706R
USW00012838         620S
USW00012839         696S
USW00012841         621R
USW00012842         624S
USW00012843         636R
USW00012844         672S
USW00012849         703R
USW00012850         709S
USW00012854         614R
USW00012859         700R
USW00012871         627R
USW00012873         630R
USW00012876         624R
USW00012882         686R
USW00012883         633R
USW00012884         561R
USW00012885         682R
USW00012888         672R
USW00012894         649R
USW00012895         636R
USW00012896         710R
USW00012897         660Q
USW00012904         613R
USW00012912         554S
USW00012916         552S
USW00012917         542S
USW00012918         556S
USW00012919         625S
USW00012921         533S
USW00012923         567R
USW00012924         586C
USW00012925         584R
USW00012926         591S
USW00012928         588S
USW00012930         560R
USW00012932         585R
USW00012935         557S
USW00012944         546R
USW00012947         564R
USW00012957         621R
USW00012958         543S
USW00012959         624S
USW00012960         546S
USW00012962         526S
USW00012968         537Q
USW00012970         538R
USW00012971         528R
USW00012972         583R
USW00012975         550R
USW00012976         552R
USW00012977         541Q
USW00012987         603Q
USW00013301         283Q
USW00013701         355R
USW00013702         416R
USW00013713         446R
USW00013714         448R
USW00013721         381R
USW00013722         429S
USW00013723         408C
USW00013724         376S
USW00013728         395R
USW00013729         313S
USW00013733         369S
USW00013734         329S
USW00013735         342C
USW00013736         334S
USW00013737         424S
USW00013739         354C
USW00013740         399C
USW00013741         383S
USW00013743         382S
USW00013744         468C
USW00013745         496R
USW00013748         478C
USW00013750         435S
USW00013752         378Q
USW00013754         469S
USW00013762         429Q
USW00013764         373R
USW00013766         459R
USW00013769         427S
USW00013773         376R
USW00013776         454R
USW00013777         410R
USW00013779         380R
USW00013781         347C
USW00013782         516S
USW00013786         433R
USW00013802         352S
USW00013809         337R
USW00013810         366R
USW00013833         503R
USW00013837         487R
USW00013838         521R
USW00013839         510Q
USW00013841         310R
USW00013861         526R
USW00013865         468S
USW00013866         364S
USW00013867         342S
USW00013869         509R
USW00013870         525S
USW00013871         453C
USW00013872         391C
USW00013873         453S
USW00013874         452S
USW00013876         458S
USW00013877         373C
USW00013878         534S
USW00013880         502S
USW00013881         421S
USW00013882         424S
USW00013883         466C
USW00013884         508R
USW00013886         422R
USW00013889         549S
USW00013891         404S
USW00013893         434C
USW00013894         522C
USW00013895         485S
USW00013896         431S
USW00013897         399C
USW00013899         531S
USW00013904         505R
USW00013911         486R
USW00013920         312R
USW00013927         486R
USW00013932         359R
USW00013935         497R
USW00013939         446Q
USW00013942         483S
USW00013957         484C
USW00013958         530S
USW00013959         487S
USW00013960         486C
USW00013961         472R
USW00013962         462S
USW00013963         428S
USW00013964         416C
USW00013966         435S
USW00013967         411S
USW00013968         397C
USW00013969         369S
USW00013970         534S
USW00013971         383R
USW00013972         483R
USW00013973         483R
USW00013975         361S
USW00013976         542S
USW00013977         458R
USW00013978         455S
USW00013980         347S
USW00013981         348C
USW00013984         304C
USW00013985         336S
USW00013986         332R
USW00013987         373C
USW00013988         333S
USW00013989         330R
USW00013991         304R
USW00013993         295R
USW00013994         342S
USW00013995         349S
USW00013996         320C
USW00013997         334R
USW00014605         228S
USW00014606         208R
USW00014607         142C
USW00014609         154S
USW00014610         182R
USW00014611         239R
USW00014702         291R
USW00014707         321R
USW00014710         276R
USW00014711         322R
USW00014712         320R
USW00014717         236R
USW00014719         311R
USW00014732         355C
USW00014733         271S
USW00014734         342S
USW00014735         256S
USW00014736         289S
USW00014737         302S
USW00014739         318C
USW00014740         291C
USW00014742         220S
USW00014743         194S
USW00014745         239C
USW00014747         287R
USW00014748         258R
USW00014750         214C
USW00014751         326R
USW00014752         300R
USW00014753         282S
USW00014754         249R
USW00014755          70S
USW00014756         340R
USW00014757         284S
USW00014758         328Q
USW00014761         262R
USW00014762         311R
USW00014763         236R
USW00014764         256C
USW00014765         318C
USW00014768         270S
USW00014770         309R
USW00014771         263C
USW00014775         265R
USW00014777         284C
USW00014778         292S
USW00014787         333R
USW00014790         322R
USW00014792         335R
USW00014793         345R
USW00014794         318R
USW00014804         262S
USW00014806         277S
USW00014813         289R
USW00014814         229S
USW00014815         258S
USW00014817         213S
USW00014819         275C
USW00014820         303S
USW00014821         319S
USW00014822         281S
USW00014824         186R
USW00014825         286C
USW00014826         249S
USW00014827         274C
USW00014828         228C
USW00014829         263R
USW00014833         260C
USW00014835         291S
USW00014836         259C
USW00014837         216C
USW00014838         210S
USW00014839         249S
USW00014840         276C
USW00014841         193C
USW00014842         276S
USW00014845         247S
USW00014846         295S
USW00014847         184C
USW00014848         270S
USW00014850         237S
USW00014852         281C
USW00014853         260R
USW00014855         276R
USW00014858         175R
USW00014859         215R
USW00014860         293S
USW00014880         254R
USW00014891         278S
USW00014892         299R
USW00014894         312R
USW00014895         285S
USW00014897         175C
USW00014898         194C
USW00014910         135S
USW00014912         110R
USW00014913         133S
USW00014914         126C
USW00014916         100S
USW00014918          81S
USW00014919         131S
USW00014920         205S
USW00014921         208R
USW00014922         186S
USW00014923         254S
USW00014924          71S
USW00014925         185C
USW00014926         148C
USW00014927         198R
USW00014929         150S
USW00014931         283R
USW00014933         253S
USW00014935         269C
USW00014936         191C
USW00014937         245R
USW00014938         282R
USW00014939         268C
USW00014940         186C
USW00014941         245C
USW00014942         258S
USW00014943         226S
USW00014944         190S
USW00014945         267R
USW00014946         153C
USW00014950         251C
USW00014971         267R
USW00014972         186R
USW00014990         224S
USW00014991         175S
USW00014992         172C
USW00014995         148C
USW00021504         716C
USW00021510         752R
USW00021514         432Q
USW00021515         685Q
USW00022010         537S
USW00022016         500Q
USW00022501         723R
USW00022514         740R
USW00022516         724S
USW00022519         732R
USW00022521         737S
USW00022534         710S
USW00022536         722C
USW00022551         730R
USW00023007         428C
USW00023009         421R
USW00023023         455C
USW00023034         477S
USW00023040         462S
USW00023041         457S
USW00023042         417S
USW00023044         466S
USW00023047         380S
USW00023048         388R
USW00023049         331R
USW00023050         379S
USW00023051         358R
USW00023052         309R
USW00023054         329C
USW00023055         427R
USW00023058         465S
USW00023061         189S
USW00023062         312C
USW00023063         236R
USW00023064         324S
USW00023065         306C
USW00023066         300S
USW00023067         322S
USW00023070         329S
USW00023072         393S
USW00023078         433R
USW00023081         302S
USW00023090         328R
USW00023091         503R
USW00023110         466S
USW00023129         569R
USW00023130         553R
USW00023136         540R
USW00023152         549S
USW00023153         336C
USW00023154         265C
USW00023155         493R
USW00023156         519R
USW00023157         394S
USW00023158         556S
USW00023159         208R
USW00023160         532S
USW00023161         492S
USW00023162         275R
USW00023169         497S
USW00023170         320R
USW00023174         568C
USW00023176         295R
USW00023177         313R
USW00023179         550S
USW00023182         459R
USW00023183         571S
USW00023184         395S
USW00023185         368S
USW00023187         430S
USW00023188         571S
USW00023190         526S
USW00023191         544R
USW00023194         366S
USW00023195         592R
USW00023199         573Q
USW00023213         475R
USW00023225         393R
USW00023230         500R
USW00023232         477R
USW00023233         517S
USW00023234         512S
USW00023237         472S
USW00023239         535R
USW00023244         517R
USW00023254         490R
USW00023257         463R
USW00023258         494R
USW00023259         517R
USW00023271         490S
USW00023272         522R
USW00023273         518S
USW00023275         471R
USW00023277         507R
USW00023285         479R
USW00023293         524R
USW00023801         486Q
USW00023802         474Q
USW00023803         408Q
USW00023904         374Q
USW00023906         554Q
USW00023907         505Q
USW00023908         347Q
USW00023909         332Q
USW00024011         156C
USW00024012         182S
USW00024013         148S
USW00024015         294S
USW00024017         253R
USW00024018         287S
USW00024020         281C
USW00024021         224S
USW00024022         220S
USW00024023         264S
USW00024024         236S
USW00024025         219S
USW00024027         221S
USW00024028         278R
USW00024029         244C
USW00024030         299R
USW00024032         248S
USW00024033         279C
USW00024036         241S
USW00024037         213S
USW00024044         249R
USW00024046         179R
USW00024048         193R
USW00024057         222C
USW00024061         212R
USW00024062         193S
USW00024088         224R
USW00024089         250S
USW00024090         257S
USW00024091         294R
USW00024110         312R
USW00024112         282Q
USW00024119         327R
USW00024120         261S
USW00024121         269S
USW00024126         298R
USW00024127         312S
USW00024128         314C
USW00024130         263S
USW00024131         327C
USW00024132         239R
USW00024133         280S
USW00024135         197S
USW00024137         228S
USW00024138         232R
USW00024139         233S
USW00024141         300S
USW00024143         257C
USW00024144         241S
USW00024145         217R
USW00024148         342Q
USW00024149         359S
USW00024150         274S
USW00024151         244R
USW00024152         285R
USW00024153         264S
USW00024154         218R
USW00024155         356C
USW00024156         256S
USW00024157         299C
USW00024159         294S
USW00024160         359S
USW00024162         294R
USW00024163         355R
USW00024164         127R
USW00024172         337R
USW00024193         284S
USW00024213         483S
USW00024215         364R
USW00024216         475S
USW00024217         393S
USW00024219         372S
USW00024220         318R
USW00024221         411S
USW00024222         412R
USW00024225         412R
USW00024227         397C
USW00024229         418S
USW00024230         328S
USW00024231         434R
USW00024232         414S
USW00024233         420C
USW00024234         421R
USW00024235         378R
USW00024237         282R
USW00024241         398R
USW00024242         404S
USW00024243         317S
USW00024255         413S
USW00024257         468R
USW00024259         364R
USW00024281         428R
USW00024283         469R
USW00024284         459S
USW00024285         459S
USW00024286         477R
USW00025308         373C
USW00025309         294C
USW00025322         289R
USW00025323         254R
USW00025325         353S
USW00025329         318R
USW00025331         179R
USW00025333         367S
USW00025335         277R
USW00025339         291S
USW00025367         362R
USW00025501         308S
USW00025503         178C
USW00025506         193S
USW00025507         260S
USW00025516         270R
USW00025624         295C
USW00025628         280R
USW00025704         335P
USW00025713         262C
USW00026401         168R
USW00026409         175R
USW00026410         277S
USW00026411         -45C
USW00026412        -108S
USW00026415          19S
USW00026422         -58S
USW00026425           9C
USW00026435         -29S
USW00026438         281S
USW00026442         252C
USW00026451         187C
USW00026491         200R
USW00026492         237R
USW00026494          60Q
USW00026502         -29R
USW00026508        -193R
USW00026510         -29S
USW00026512         -21Q
USW00026514         120R
USW00026523         184S
USW00026528         160C
USW00026529         -56S
USW00026533         -70C
USW00026615          93C
USW00026616          -4C
USW00026617          74C
USW00026618          10R
USW00026642           1R
USW00027406        -147R
USW00027502        -117C
USW00027503        -107R
USW00027515        -134R
USW00045715         315P
USW00053119         466R
USW00053120         502R
USW00053121         532R
USW00053123         489R
USW00053131         532Q
USW00053132         456Q
USW00053136         441Q
USW00053138         288Q
USW00053139         539Q
USW00053144         456Q
USW00053149         305Q
USW00053150         367Q
USW00053151         566Q
USW00053152         517Q
USW00053154         560Q
USW00053155         335Q
USW00053802         300R
USW00053819         446R
USW00053820         495R
USW00053838         436R
USW00053841         347R
USW00053842         306R
USW00053843         519Q
USW00053844         320R
USW00053847         532Q
USW00053848         542Q
USW00053850         457R
USW00053852         426R
USW00053853         541R
USW00053854         477R
USW00053855         320R
USW00053858         523R
USW00053859         311R
USW00053860         557R
USW00053862         541R
USW00053863         442R
USW00053864         464R
USW00053865         524R
USW00053866         307R
USW00053867         478R
USW00053868         399R
USW00053869         401R
USW00053870         419R
USW00053871         425R
USW00053872         432R
USW00053873         427R
USW00053874         444R
USW00053877         369Q
USW00053878         374Q
USW00053879         317Q
USW00053901         360R
USW00053902         520R
USW00053903         522R
USW00053904         327R
USW00053905         481R
USW00053907         480R
USW00053908         390R
USW00053909         467R
USW00053910         531R
USW00053911         472R
USW00053912         491R
USW00053913         399R
USW00053914         457R
USW00053915         542R
USW00053916         294R
USW00053917         552R
USW00053918         393R
USW00053919         454S
USW00053920         417R
USW00053921         422R
USW00053922         368R
USW00053925         432Q
USW00053926         382Q
USW00053927         377Q
USW00053959         409Q
USW00053960         530Q
USW00053961         450Q
USW00053968         490Q
USW00053974         313Q
USW00053988         499Q
USW00054704         287R
USW00054728         170R
USW00054733         288R
USW00054734         287R
USW00054737         315R
USW00054740         228R
USW00054742         198S
USW00054743         318R
USW00054756         241R
USW00054757         241R
USW00054767         288R
USW00054768         257R
USW00054769         302R
USW00054770         238R
USW00054771         191R
USW00054772         207R
USW00054773         249R
USW00054777         305R
USW00054778         272R
USW00054779         291Q
USW00054780         347R
USW00054781         246R
USW00054782         323R
USW00054785         313Q
USW00054786         323R
USW00054787         333R
USW00054788         297R
USW00054789         256R
USW00054790         327R
USW00054791         259R
USW00054792         273R
USW00054793         287R
USW00054794         258Q
USW00054795         257Q
