AQC00914000        6380R
USC00443470         952S
USC00443565        1078Q
USC00443640         955S
USC00443991         955R
USC00444039        1015Q
USC00444044        1054S
USC00444101        1011R
USC00444128         984R
USC00444148         960S
USC00444410        1031Q
USC00444414         928S
USC00444565         919S
USC00444568         827S
USC00444600        1012R
USC00444676         858S
USC00444768        1018R
USC00444777         989R
USC00444876         855R
USC00445050         916S
USC00445096         839R
USC00445117         944R
USC00445150         916Q
USC00445300        1002R
USC00445338        1047R
USC00445416         882R
USC00445453        1168S
USC00445595         958S
USC00445685        1195R
USC00445700         818R
USC00445851         879R
USC00445880         994R
USC00446125        1097Q
USC00446147        1046Q
USC00446161        1005Q
USC00446173        1113R
USC00446475        1033S
USC00446491         887S
USC00446593         981R
USC00446626        1267R
USC00446656         914Q
USC00446692         976S
USC00446712         858C
USC00446906         982S
USC00446955         834S
USC00446999         861R
USC00447174         941R
USC00447278         889R
USC00447338         994R
USC00447506        1073R
USC00447541         981Q
USC00447904         879Q
USC00447925        1009S
USC00447985         929R
USC00448022         847S
USC00448062         796S
USC00448084         871S
USC00448129        1020R
USC00448170        1063S
USC00448192        1035S
USC00448396         894S
USC00448547        1013C
USC00448600         978S
USC00448737         921S
USC00448800        1008R
USC00448829         950S
USC00448888         920R
USC00448894         890S
USC00448941         865Q
USC00449025        1002S
USC00449151        1045S
USC00449169         977R
USC00449181         756S
USC00449186         713R
USC00449213        1014S
USC00449215        1167S
USC00449263         791R
USC00449272        1185S
USC00449301         848S
USC00450008        3574S
USC00450013        5409R
USC00450176         936R
USC00450217        1562Q
USC00450257        1537S
USC00450294         299S
USC00450456        4019S
USC00450482        2017S
USC00450587        1159R
USC00450668         544R
USC00450729        1469S
USC00450844         839S
USC00450872        2498R
USC00450945        1548S
USC00451205        3165S
USC00451233        3277S
USC00451276        1872S
USC00451350         442R
USC00451395         643R
USC00451400         429S
USC00451414        1074S
USC00451484        1516R
USC00451496        4210S
USC00451504         906Q
USC00451586         689R
USC00451630         598R
USC00451679        2647S
USC00451690         303R
USC00451691         358S
USC00451760        4731R
USC00451767         347R
USC00451783         672R
USC00451939        4030S
USC00451992        3226Q
USC00452007         455R
USC00452030         618R
USC00452157        3032S
USC00452220        2189R
USC00452384        1865Q
USC00452505         357R
USC00452507         354Q
USC00452531        2842S
USC00452542         348R
USC00452548        2401R
USC00452563         554R
USC00452675        1336R
USC00452914        4776S
USC00453177        2562R
USC00453184        1627R
USC00453222         820R
USC00453226         675R
USC00453284        2400R
USC00453320        2981S
USC00453333        4300R
USC00453515         432S
USC00453546         341S
USC00453730        1768R
USC00453826        4665R
USC00453883         370S
USC00453915        2014Q
USC00454077         358R
USC00454084        2673S
USC00454154         299S
USC00454169        1490R
USC00454338         548R
USC00454446        1569Q
USC00454486        1979S
USC00454572        1162R
USC00454679         325R
USC00454748        3186S
USC00454764        3008R
USC00454769        1832S
USC00455086        3599R
USC00455110        2050S
USC00455133         985S
USC00455224        1578S
USC00455231         296R
USC00455305        2718S
USC00455326         474R
USC00455387         588R
USC00455525        1678S
USC00455659        2113Q
USC00455678        1012R
USC00455688         264S
USC00455704        1799R
USC00455774        4736S
USC00455840        2973S
USC00455844         900R
USC00455946         593S
USC00456011        2275R
USC00456039         404S
USC00456096         987S
USC00456215         305R
USC00456262        2312S
USC00456295        2862S
USC00456534        1288S
USC00456610         571R
USC00456624        1047S
USC00456678         619R
USC00456747         310R
USC00456768         332R
USC00456789         692R
USC00456803        1574R
USC00456880         302R
USC00456896        3157R
USC00456898        4810R
USC00456909        2068R
USC00456914        3409S
USC00456974         477R
USC00457015         290S
USC00457059         430S
USC00457180         577R
USC00457185        2366S
USC00457267         583R
USC00457342         967Q
USC00457507        1445S
USC00457522         288R
USC00457544         539S
USC00457584        2826R
USC00457696        3242R
USC00457727         273R
USC00457773        2272S
USC00457941         586R
USC00458034        2145R
USC00458059        1723S
USC00458207         280R
USC00458278        1531S
USC00458508        3223R
USC00458715        3750S
USC00458773        1667R
USC00458959         315R
USC00459012         439R
USC00459021        2171S
USC00459074         386R
USC00459079         422R
USC00459200         462R
USC00459238         418R
USC00459376         578S
USC00459455         337Q
USC00460094         983S
USC00460102         872C
USC00460202         943Q
USC00460355         829R
USC00460509        1002R
USC00460527        1124R
USC00460580         826R
USC00460633        1078R
USC00460925         964Q
USC00460939         844S
USC00461075        1036C
USC00461215        1033S
USC00461220        1036R
USC00461282        1006S
USC00461324         806R
USC00461330        1013R
USC00461363        1198R
USC00461393        1152R
USC00461397        1394Q
USC00461579        1015R
USC00461677        1003S
USC00461696         999R
USC00461723         995R
USC00461900        1181Q
USC00462054        1004R
USC00462151         980R
USC00462211        1599Q
USC00462462        1068R
USC00462522        1066R
USC00462697         872Q
USC00462920         992S
USC00463072        1033R
USC00463215         654R
USC00463251         994Q
USC00463361        1018S
USC00463464        1210S
USC00463544         980S
USC00463648        1023Q
USC00463798        1308S
USC00463846         977S
USC00463940         994Q
USC00464200         939R
USC00464397         982R
USC00464408        1014R
USC00464763         816R
USC00464840         844R
USC00464971        1573Q
USC00465002         857S
USC00465224         926S
USC00465353        1011R
USC00465365         916R
USC00465453         703Q
USC00465563        1022S
USC00465600        1025S
USC00465626        1106R
USC00465672        1027R
USC00465706         826Q
USC00465739         716R
USC00465875        1374R
USC00465963         978R
USC00466163         565S
USC00466212         953S
USC00466248         887R
USC00466284        1122Q
USC00466325        1046Q
USC00466442         789R
USC00466591         982R
USC00466600        1118R
USC00466867        1090R
USC00466900        1001R
USC00466912         968Q
USC00466952         734Q
USC00466982        1094R
USC00466989        1437Q
USC00467018         809S
USC00467029        1049S
USC00467207         851S
USC00467287         877S
USC00467372        1050Q
USC00467455        1019R
USC00467513        1213R
USC00467552         937R
USC00467649        1163R
USC00467730         691R
USC00467743        1041R
USC00467785        1265S
USC00467918        1041R
USC00468051        1040R
USC00468308        1619R
USC00468351         922Q
USC00468384         996S
USC00468522        1059Q
USC00468614        1004R
USC00468662        1037Q
USC00468777        1322S
USC00468807        1245R
USC00468986        1024Q
USC00469011         733S
USC00469086        1051R
USC00469281         655S
USC00469333        1050Q
USC00469336        1211R
USC00469458        1024S
USC00469482         874R
USC00469522         879S
USC00469527         899Q
USC00469610        1019R
USC00469683         855R
USC00470045         468R
USC00470080         480Q
USC00470124         265S
USC00470175         299S
USC00470239         251R
USC00470265         377S
USC00470273         470R
USC00470287         460Q
USC00470308         392R
USC00470347         395Q
USC00470349         327R
USC00470382         297Q
USC00470456         398Q
USC00470486         258S
USC00470516         373R
USC00470603         440R
USC00470645         437S
USC00470696         479S
USC00470742         381Q
USC00470773         320R
USC00470855         319R
USC00470882         318S
USC00470892         419S
USC00470904         277S
USC00470929         456R
USC00471039         386R
USC00471044         403R
USC00471062         467Q
USC00471064         351S
USC00471078         503S
USC00471131         352R
USC00471155         349R
USC00471205         513R
USC00471249         388Q
USC00471280         346R
USC00471308         360R
USC00471416         453R
USC00471568         406S
USC00471578         305Q
USC00471605         585Q
USC00471667         459S
USC00471676         358R
USC00471681         584Q
USC00471847         380R
USC00471897         384R
USC00471913         459R
USC00471923         314R
USC00471970         413R
USC00471978         252S
USC00472001         429R
USC00472055         404Q
USC00472165         343R
USC00472173         450R
USC00472240         361R
USC00472279         316R
USC00472314         325S
USC00472413         540Q
USC00472425         294R
USC00472447         333S
USC00472556         298S
USC00472626         403Q
USC00472826         309R
USC00472839         351R
USC00472851         416Q
USC00472869         435S
USC00472889         254R
USC00472973         368Q
USC00472996         311S
USC00473022         394R
USC00473038         332S
USC00473058         475R
USC00473116         427Q
USC00473174         350Q
USC00473182         359S
USC00473186         288S
USC00473268         380Q
USC00473332         482R
USC00473391         526Q
USC00473405         306R
USC00473453         419S
USC00473471         355R
USC00473511         301R
USC00473636         364Q
USC00473654         357S
USC00473661         502Q
USC00473698         289R
USC00473702         504Q
USC00473756         394C
USC00473800         664R
USC00473820         492Q
USC00473930         514Q
USC00474027         297Q
USC00474080         309S
USC00474108         472Q
USC00474174         527R
USC00474195         409R
USC00474366         345R
USC00474373         337Q
USC00474379         337Q
USC00474383         422S
USC00474391         324Q
USC00474404         350R
USC00474422         456Q
USC00474457         599R
USC00474482         473R
USC00474523         388R
USC00474546         361S
USC00474582         377C
USC00474790         440Q
USC00474829         370R
USC00474894         267S
USC00474937         337S
USC00474953         412R
USC00475017         479R
USC00475091         478R
USC00475096         401Q
USC00475120         299S
USC00475164         322R
USC00475178         368R
USC00475189         405Q
USC00475255         302S
USC00475286         417R
USC00475335         265S
USC00475364         344S
USC00475473         514Q
USC00475474         423R
USC00475516         346S
USC00475525         325R
USC00475563         333R
USC00475573         469C
USC00475581         380S
USC00475674         470Q
USC00475718         367R
USC00475786         325S
USC00475808         309S
USC00475932         393R
USC00476122         361R
USC00476200         474S
USC00476208         462R
USC00476280         349S
USC00476330         370R
USC00476357         323R
USC00476380         538Q
USC00476398         314R
USC00476413         308Q
USC00476420         508Q
USC00476510         454R
USC00476518         354S
USC00476646         423S
USC00476678         458S
USC00476718         417C
USC00476764         488R
USC00476827         375C
USC00476838         325R
USC00476859         283S
USC00476874         346Q
USC00476922         555R
USC00476939         350R
USC00477015         368Q
USC00477052         441R
USC00477092         302R
USC00477113         348S
USC00477115         381Q
USC00477118         349Q
USC00477121         296R
USC00477132         283S
USC00477140         325R
USC00477142         347Q
USC00477158         356S
USC00477174         332R
USC00477209         289R
USC00477226         235R
USC00477230         258Q
USC00477349         328R
USC00477464         221R
USC00477480         387S
USC00477576         404Q
USC00477708         340S
USC00477725         522R
USC00477745         317R
USC00477761         387Q
USC00477869         353Q
USC00477892         280R
USC00477964         484Q
USC00477980         319R
USC00477997         291R
USC00478018         359R
USC00478027         243R
USC00478110         284R
USC00478164         359R
USC00478171         348S
USC00478229         459R
USC00478241         251S
USC00478267         472S
USC00478288         346R
USC00478316         512R
USC00478324         400R
USC00478349         266S
USC00478376         377R
USC00478540         455Q
USC00478589         342R
USC00478672         464S
USC00478723         433S
USC00478750         535Q
USC00478827         324S
USC00478905         370R
USC00478910         471Q
USC00478919         433S
USC00478937         468R
USC00478951         383R
USC00478969         332Q
USC00478978         360R
USC00479012         305Q
USC00479046         607R
USC00479050         458R
USC00479053         482Q
USC00479062         326R
USC00479144         296R
USC00479176         351R
USC00479190         447R
USC00479236         296R
USC00479304         295R
USC00479319         392R
USC00479335         344R
USC00479345         340R
USC00480027         374R
USC00480080         200R
USC00480140         668R
USC00480270         123R
USC00480484         149R
USC00480540          83S
USC00480552         193S
USC00480603         584Q
USC00480680         141Q
USC00480740          94S
USC00480761         115R
USC00480778         183R
USC00480865         599R
USC00480951         136R
USC00481000          88R
USC00481131         140Q
USC00481165         128R
USC00481167         152Q
USC00481175          89R
USC00481220         359Q
USC00481284          68R
USC00481547          85R
USC00481569         149Q
USC00481572         199Q
USC00481610         274R
USC00481676         132Q
USC00481730         166S
USC00481736         130R
USC00481775          66S
USC00481816         125R
USC00481840          99S
USC00481850          87R
USC00481855         123S
USC00481905          97R
USC00482054         196R
USC00482242         228R
USC00482375         317R
USC00482399         260R
USC00482415          27R
USC00482466         183R
USC00482580         133S
USC00482595          47R
USC00482680         144R
USC00482685         186R
USC00482715          90R
USC00482725         104R
USC00482881         155R
USC00482995         210R
USC00483031          56R
USC00483045         212R
USC00483100         204R
USC00483170         126Q
USC00483396          84S
USC00483582         191Q
USC00483855         169S
USC00483936         119Q
USC00483950         110R
USC00484065         121R
USC00484080          98R
USC00484411          81R
USC00484442         105S
USC00484760         165R
USC00484910         374R
USC00484925         114R
USC00485055          95R
USC00485105         210R
USC00485252         118R
USC00485260         184S
USC00485345         489R
USC00485374         100Q
USC00485392         148Q
USC00485435         110R
USC00485506         134S
USC00485525         172S
USC00485703         171R
USC00485770          59S
USC00485830         230R
USC00485833         108Q
USC00486120         133R
USC00486195         136R
USC00486428         707R
USC00486440         786S
USC00486555         146S
USC00486595         114R
USC00486660         159S
USC00486845         726R
USC00486852         101R
USC00487105         141Q
USC00487115          73R
USC00487200         119S
USC00487240          70R
USC00487260         191R
USC00487376          93R
USC00487388          47R
USC00487473          60S
USC00487548         101R
USC00487555          90S
USC00487760          85S
USC00487810          95R
USC00487847         142Q
USC00487885         157Q
USC00487955         125R
USC00487990         128R
USC00488070         207R
USC00488124         162R
USC00488160         109S
USC00488192         131R
USC00488209          55R
USC00488315        1020R
USC00488385         243Q
USC00488626         403R
USC00488705         206S
USC00488758         118S
USC00488808         173R
USC00488852         166R
USC00488858         193R
USC00488875         126R
USC00488884         134R
USC00488888         101R
USC00488995         112R
USC00488997          75R
USC00489025         322R
USC00489205         122R
USC00489207         110R
USC00489208         215Q
USC00489459         115R
USC00489467         127R
USC00489580          92R
USC00489604          94R
USC00489615          86S
USC00489770          71S
USC00489805         133R
USC00489905         218R
USC00500243        2360S
USC00500275         260R
USC00500279         352Q
USC00500281         540Q
USC00500302         301R
USC00500363        3031Q
USC00500464        1426S
USC00500490         161Q
USC00500657        4913R
USC00500707         271R
USC00500788        1549R
USC00500832        1825Q
USC00501175         491Q
USC00501180         328Q
USC00501220         342Q
USC00501240        3363R
USC00501243         250S
USC00501244         196Q
USC00501466         177Q
USC00501492         125R
USC00501497         224Q
USC00501684         134Q
USC00501926         721R
USC00501987         162Q
USC00502107         175R
USC00502112         186S
USC00502126          65R
USC00502173        4078R
USC00502227        2788Q
USC00502339         145Q
USC00502350         135R
USC00502352          79R
USC00502457         465R
USC00502568         212R
USC00502587        2187R
USC00502645         375Q
USC00502656         299Q
USC00502707         115R
USC00502737         303Q
USC00502785        2978S
USC00502868         194Q
USC00502871         182Q
USC00502965         161P
USC00502970         168Q
USC00503009         200R
USC00503160         192Q
USC00503163         266R
USC00503181         165Q
USC00503196         481Q
USC00503212         221R
USC00503275         169Q
USC00503294        2148Q
USC00503299         625S
USC00503304         299Q
USC00503502        2376Q
USC00503504        1546R
USC00503573        1241R
USC00503585         186R
USC00503605        4037Q
USC00503650        3001Q
USC00503672         682S
USC00503682         644R
USC00503695        1927Q
USC00503720         525R
USC00503821        2882Q
USC00503933         939R
USC00504094        2392R
USC00504103        1987Q
USC00504107        1623Q
USC00504109        1896Q
USC00504550         442R
USC00504621         204R
USC00504812        2020R
USC00504971         191Q
USC00504991        2055Q
USC00505136          35S
USC00505397         154R
USC00505464         355R
USC00505519        7359R
USC00505604        5862R
USC00505644         290Q
USC00505733         248R
USC00505757         359R
USC00505778         209S
USC00505873         175Q
USC00505880         166Q
USC00505884        3062Q
USC00505894         827R
USC00506147         101R
USC00506581         175R
USC00506777         189R
USC00506870         327R
USC00507097         247Q
USC00507141        3924R
USC00507421        2204Q
USC00507444         369Q
USC00507513         108Q
USC00507557        4662R
USC00507570         254R
USC00507738        3980R
USC00507780          46R
USC00507783         391R
USC00508140         156R
USC00508375        2117Q
USC00508377        1254R
USC00508409         286Q
USC00508470         334R
USC00508525        1042Q
USC00508547         194R
USC00508584        4665Q
USC00508594         164R
USC00508615         618Q
USC00508625         262R
USC00508884         408Q
USC00508915         319S
USC00508945         227R
USC00509313         103S
USC00509385         287R
USC00509460        2333R
USC00509489         157R
USC00509641         172S
USC00509685        2184Q
USC00509747        4568Q
USC00509790         378R
USC00509793         125R
USC00509829        6831S
USC00509861         591Q
USC00509869         264Q
USC00509891         158Q
USC00509919        2334Q
USC00510123        1749S
USC00510211        1147Q
USC00510248         751S
USC00510305        1252Q
USC00510746        5590R
USC00510840        2202R
USC00511004        1893S
USC00511065        1054R
USC00511086        1391S
USC00511125        1966R
USC00511303        3014S
USC00511856        2463R
USC00511880         562R
USC00511918         759S
USC00512161        1082R
USC00512558         708R
USC00512568        1160Q
USC00512595        4445Q
USC00512679        2611Q
USC00512802        4827R
USC00512896        1471Q
USC00512960        3078S
USC00512982        2826Q
USC00513054        1110S
USC00513099        2702S
USC00513113        2124R
USC00513117        1649R
USC00513208        1683R
USC00513300        1870S
USC00513317        1116R
USC00513368        2186S
USC00513376         895Q
USC00513461         606Q
USC00513541         752Q
USC00513910        1027S
USC00513911         471R
USC00514080        2035R
USC00514272         871R
USC00514459        3587Q
USC00514489         654S
USC00514500        1181S
USC00514561        1917S
USC00514680        1788Q
USC00514735         935R
USC00514758        2144S
USC00514765         505S
USC00514806        2427R
USC00514815        3022R
USC00514829        2420Q
USC00514928        2583R
USC00514938        2205R
USC00515000         927C
USC00515004        1017S
USC00515011        2794S
USC00515275         631R
USC00515286        1037Q
USC00515330         931S
USC00515408         871Q
USC00515715        1603Q
USC00515758        1035R
USC00515761         806S
USC00515842         699S
USC00515864         983R
USC00516082        1001R
USC00516122        1805S
USC00516128        3483S
USC00516130        3369R
USC00516190        1092Q
USC00516198         810Q
USC00516270         626Q
USC00516304         680R
USC00516395        1176S
USC00516588        1510Q
USC00516850        1125R
USC00516928        2684S
USC00516933        2543Q
USC00517000        2096S
USC00517059         819Q
USC00517131        3049R
USC00517166         799C
USC00517204        2221R
USC00517312        2739S
USC00517421        1921Q
USC00517437        1545Q
USC00517540         989C
USC00517566        1100S
USC00517656        2253S
USC00517664        3176S
USC00517724        3545R
USC00517810        3709S
USC00518055        1438Q
USC00518060         895R
USC00518067        3246Q
USC00518086        1714Q
USC00518101        1693Q
USC00518165        2124S
USC00518205        1312R
USC00518316        1109C
USC00518386        1918Q
USC00518407        1034Q
USC00518422         466S
USC00518433        5276Q
USC00518500        1157R
USC00518543         870S
USC00518552         559R
USC00518600        1183R
USC00518652         859R
USC00518688         973S
USC00518830         950R
USC00518838        1871R
USC00519025        4338C
USC00519142         725Q
USC00519144         434R
USC00519185        1014S
USC00519231         838S
USC00519253         909R
USC00519275        1306R
USC00519281        2186R
USC00519315        1542R
USC00519397         883S
USC00519432        3458Q
USC00519484        1194R
USC00519523        1658S
USC00519603        1593S
USC00519629         971R
USC00519980        1424S
USW00003013         107Q
USW00003016         241Q
USW00003017         113R
USW00003024         198Q
USW00003026         123Q
USW00003027         191Q
USW00003028         132Q
USW00003029         247Q
USW00003030         151Q
USW00003031         193Q
USW00003032         169Q
USW00003047         172Q
USW00003048         164Q
USW00003054         194Q
USW00003055         173Q
USW00003060         385Q
USW00003061         562Q
USW00003062         534Q
USW00003063         132Q
USW00003067         153Q
USW00003102         902Q
USW00003103         608C
USW00003104         168R
USW00003122         914S
USW00003125         152S
USW00003131         662Q
USW00003144         147Q
USW00003145         127R
USW00003154         791Q
USW00003159         443S
USW00003160         227R
USW00003162         227Q
USW00003164         848S
USW00003166         833Q
USW00003167         839Q
USW00003170         221R
USW00003171         751Q
USW00003177         666Q
USW00003178         656Q
USW00003179         762Q
USW00003184         385Q
USW00003192         360Q
USW00003195         446Q
USW00003196         338Q
USW00003728        1065Q
USW00003739         977Q
USW00003758        1020Q
USW00003802         970Q
USW00003804         875R
USW00003809        1388R
USW00003810        1125S
USW00003811        1359S
USW00003812        1102S
USW00003813        1264C
USW00003816        1218C
USW00003818        1389Q
USW00003820        1122C
USW00003822         943C
USW00003841        1546S
USW00003847        1417S
USW00003849        1149R
USW00003853         812R
USW00003855        1378R
USW00003856        1550C
USW00003859         857S
USW00003860         935C
USW00003866        1594R
USW00003868         734Q
USW00003870        1190C
USW00003872         857S
USW00003878        1397Q
USW00003881        1614S
USW00003882        1383Q
USW00003887         626Q
USW00003888        1316Q
USW00003889        1154S
USW00003893         961Q
USW00003894        1251Q
USW00003901        1185Q
USW00003904         932S
USW00003919         274R
USW00003927         738C
USW00003928         321C
USW00003932         278Q
USW00003935        1113S
USW00003936         274Q
USW00003937        1337C
USW00003940        1488C
USW00003945         661C
USW00003947         406C
USW00003950         423Q
USW00003951        1269S
USW00003952        1209S
USW00003953        1192Q
USW00003954         341Q
USW00003957         267R
USW00003959         580R
USW00003960         753Q
USW00003962        1272R
USW00003963         690Q
USW00003965         467Q
USW00003966         728R
USW00003967         433Q
USW00003969         560S
USW00003971         831Q
USW00003974         281Q
USW00003975        1163Q
USW00003981         433Q
USW00003991         733Q
USW00003994         592Q
USW00003996        1595Q
USW00003997         378Q
USW00003998         474Q
USW00003999         588Q
USW00004109        1026Q
USW00004110         343Q
USW00004111         173Q
USW00004112         458Q
USW00004113         361Q
USW00004114         187Q
USW00004125         355Q
USW00004126         589Q
USW00004127         322Q
USW00004128         353Q
USW00004130         509Q
USW00004131         755Q
USW00004136         660Q
USW00004138         440Q
USW00004139         522Q
USW00004201        1851Q
USW00004222        2283Q
USW00004223        2780Q
USW00004724         673Q
USW00004725         759C
USW00004726         780Q
USW00004751         904R
USW00004780        1007Q
USW00004781        1096R
USW00004787         859R
USW00004789         901Q
USW00004803         190Q
USW00004804         731Q
USW00004808         505Q
USW00004826         268Q
USW00004836         511Q
USW00004838         441Q
USW00004839         619Q
USW00004840         285Q
USW00004841         383Q
USW00004842         685Q
USW00004843         655Q
USW00004845         447Q
USW00004846         535Q
USW00004847         511Q
USW00004848         643Q
USW00004849         689Q
USW00004850         651Q
USW00004851         493Q
USW00004852         763Q
USW00004853         616Q
USW00004854         479Q
USW00004855         675Q
USW00004857         504Q
USW00004858         777Q
USW00004990         199Q
USW00004994         191Q
USW00012812         626Q
USW00012815         731C
USW00012816         891S
USW00012818         898Q
USW00012819         814Q
USW00012832        1186S
USW00012833         983Q
USW00012834         815C
USW00012835         580S
USW00012836         575C
USW00012838         737S
USW00012839         591C
USW00012841         820Q
USW00012842         751C
USW00012843         736S
USW00012844         933C
USW00012849         905R
USW00012850         631R
USW00012854         787Q
USW00012859         652R
USW00012871         772Q
USW00012873         889Q
USW00012876         776Q
USW00012882         699Q
USW00012883         814R
USW00012884        1526R
USW00012885         657Q
USW00012888         641Q
USW00012894         553Q
USW00012895         743Q
USW00012896         584Q
USW00012897         540Q
USW00012904         373Q
USW00012912         691C
USW00012916        1569S
USW00012917        1413C
USW00012918        1111S
USW00012919         350C
USW00012921         546C
USW00012923        1029Q
USW00012924         530C
USW00012925         491R
USW00012926         577R
USW00012928         479S
USW00012930        1380R
USW00012932         421Q
USW00012935         850C
USW00012944        1004R
USW00012947         373Q
USW00012957         395Q
USW00012958        1455R
USW00012959         335S
USW00012960        1032C
USW00012962         401S
USW00012968        1475Q
USW00012970         543Q
USW00012971         615Q
USW00012972         594Q
USW00012975        1149Q
USW00012976        1116Q
USW00012977        1042Q
USW00012987         374Q
USW00013301         487Q
USW00013701         962Q
USW00013702        1060R
USW00013713        1032R
USW00013714        1012R
USW00013721         997R
USW00013722         980C
USW00013723         900C
USW00013724         957S
USW00013728         969Q
USW00013729         959C
USW00013733         931C
USW00013734         749C
USW00013735         935C
USW00013736         832S
USW00013737         978C
USW00013739         924C
USW00013740         906C
USW00013741         875C
USW00013743         848C
USW00013744         916S
USW00013748        1100S
USW00013750         955R
USW00013754        1110S
USW00013764         900R
USW00013766        1117R
USW00013769         949R
USW00013773         889R
USW00013776         876Q
USW00013777         949R
USW00013781         917C
USW00013782         805S
USW00013786         900R
USW00013802         744S
USW00013807        1114Q
USW00013809         778Q
USW00013810        1057Q
USW00013833        1604Q
USW00013837        1186Q
USW00013838        1560Q
USW00013839        1379Q
USW00013841         786Q
USW00013861        1086R
USW00013865        1579C
USW00013866         946C
USW00013867         885S
USW00013869        1273Q
USW00013870        1135S
USW00013871        1372S
USW00013872         886C
USW00013873        1226C
USW00013874        1277C
USW00013876        1382C
USW00013877        1019C
USW00013878         933C
USW00013880         978C
USW00013881         998C
USW00013882        1465C
USW00013883        1041C
USW00013884        1517R
USW00013886        1233Q
USW00013889         929C
USW00013891        1308S
USW00013893        1411C
USW00013894        1583C
USW00013895        1479C
USW00013896        1495R
USW00013897        1193C
USW00013899        1424C
USW00013904         672R
USW00013911         572Q
USW00013920         351Q
USW00013927        1459Q
USW00013932         336Q
USW00013935        1630R
USW00013939        1561Q
USW00013942        1493S
USW00013957        1372C
USW00013958         664C
USW00013959         750C
USW00013960         739S
USW00013961         684R
USW00013962         361C
USW00013963        1218C
USW00013964         886C
USW00013966         451C
USW00013967         485C
USW00013968         600S
USW00013969         376S
USW00013970        1636C
USW00013971         840R
USW00013972        1111Q
USW00013973         365Q
USW00013975         224S
USW00013976        1570S
USW00013977        1244R
USW00013978        1459S
USW00013980         344S
USW00013981         491R
USW00013984         222S
USW00013985         210C
USW00013986         280Q
USW00013987         717S
USW00013988         437S
USW00013989         321Q
USW00013991         569R
USW00013993         301R
USW00013994         748C
USW00013995         803S
USW00013996         353C
USW00013997         674R
USW00014605         828C
USW00014606         889R
USW00014607         819C
USW00014609         815S
USW00014610         864Q
USW00014611        1121R
USW00014702        1016Q
USW00014707         986Q
USW00014710         908Q
USW00014711         850R
USW00014712         882Q
USW00014717        1002R
USW00014719         979Q
USW00014732         949C
USW00014733         956C
USW00014734        1023C
USW00014735         772C
USW00014736         663S
USW00014737         931C
USW00014739        1039C
USW00014740         956S
USW00014742         620C
USW00014743         648S
USW00014745         852C
USW00014747         606Q
USW00014748         558Q
USW00014750         799C
USW00014751         883R
USW00014752         915R
USW00014753        1331C
USW00014755        2094S
USW00014756        1013Q
USW00014757         927S
USW00014758         969Q
USW00014761         788R
USW00014762         833Q
USW00014763         860Q
USW00014764        1065C
USW00014765        1137S
USW00014768         699C
USW00014770         804Q
USW00014771         779S
USW00014775         952Q
USW00014777         708S
USW00014778         797C
USW00014787        1054Q
USW00014790        1267R
USW00014792         917Q
USW00014793        1063R
USW00014794        1015Q
USW00014804         611R
USW00014806         667R
USW00014813         671Q
USW00014814         520R
USW00014815         499R
USW00014817         527R
USW00014819         657C
USW00014820         816C
USW00014821         795C
USW00014822         507Q
USW00014824         342R
USW00014825         592C
USW00014826         503C
USW00014827         707C
USW00014828         537R
USW00014829         605Q
USW00014833         465C
USW00014835         613R
USW00014836         499C
USW00014837         442C
USW00014838         511S
USW00014839         545C
USW00014840         641S
USW00014841         516S
USW00014842         599C
USW00014845         518R
USW00014846         585R
USW00014847         632C
USW00014848         685C
USW00014850         681R
USW00014852         769C
USW00014853         532Q
USW00014855         630R
USW00014858         584R
USW00014860         908S
USW00014880         505Q
USW00014891         855C
USW00014892         687R
USW00014894         724Q
USW00014895         776C
USW00014897         330S
USW00014898         375C
USW00014910         168R
USW00014912         177R
USW00014913         298C
USW00014914         214C
USW00014916         168S
USW00014918         200S
USW00014919         125S
USW00014920         353S
USW00014921         350Q
USW00014922         283C
USW00014923         527C
USW00014924         136S
USW00014925         292S
USW00014926         206C
USW00014927         193Q
USW00014929         154S
USW00014931         495R
USW00014933         370S
USW00014935         184C
USW00014936         162C
USW00014937         368Q
USW00014938         455Q
USW00014939         236C
USW00014940         306C
USW00014941         210C
USW00014942         261S
USW00014943         209C
USW00014944         185C
USW00014945         272R
USW00014946         161S
USW00014950         355S
USW00014971         246R
USW00014972         131Q
USW00014990         356R
USW00014991         270S
USW00014992         175C
USW00014995         308S
USW00021504        3039C
USW00021510         673Q
USW00021514         802Q
USW00021515        4395Q
USW00022010         225C
USW00022501         802R
USW00022514         697R
USW00022516         811C
USW00022519        1093R
USW00022521         754C
USW00022534        1142S
USW00022536        1211C
USW00022551         785Q
USW00023007         269S
USW00023009         144C
USW00023023         187C
USW00023034         313C
USW00023040         155S
USW00023041         221S
USW00023042         216C
USW00023044         164C
USW00023047         199C
USW00023048         155Q
USW00023049         190Q
USW00023050         136C
USW00023051          98R
USW00023052         153Q
USW00023054         157R
USW00023055         157Q
USW00023058         181S
USW00023061          87S
USW00023062         153S
USW00023063         177R
USW00023064         140R
USW00023065         133C
USW00023066         171C
USW00023067          93R
USW00023070         143C
USW00023072         252S
USW00023078         209Q
USW00023081         231S
USW00023090         248Q
USW00023091         183Q
USW00023110         417R
USW00023129         764C
USW00023130         727Q
USW00023136         924Q
USW00023152        1041C
USW00023153         132S
USW00023154         204C
USW00023155         342C
USW00023156        1053R
USW00023157         270S
USW00023158         157S
USW00023159         260Q
