AQC00914000        3963R
USC00417550         927Q
USC00417586         881R
USC00417588         900S
USC00417593         768S
USC00417594        1362S
USC00417614         930R
USC00417622         722S
USC00417624         622Q
USC00417633         952R
USC00417659         920S
USC00417669         714R
USC00417677         928S
USC00417685         817S
USC00417704         920S
USC00417706         803R
USC00417707         768S
USC00417712         759R
USC00417743         771S
USC00417773         832S
USC00417782         759S
USC00417791         896S
USC00417836         891S
USC00417841        1105S
USC00417873         749S
USC00417920         379R
USC00417936        1408S
USC00417944         721Q
USC00417947         954R
USC00417951        1230S
USC00417983         933R
USC00417992         803R
USC00417994         901Q
USC00418022         589S
USC00418040         850R
USC00418046         875Q
USC00418059         760R
USC00418081         820S
USC00418126         857S
USC00418139         878R
USC00418160         983R
USC00418169         869R
USC00418187         916R
USC00418201         673C
USC00418221         914R
USC00418232         712Q
USC00418236         869S
USC00418252         458S
USC00418274         968S
USC00418305         541R
USC00418323         927S
USC00418326         764S
USC00418354         916R
USC00418373         742S
USC00418415         808S
USC00418433         787S
USC00418446         874S
USC00418449         713R
USC00418468         816Q
USC00418477         777Q
USC00418487         727Q
USC00418519        1215S
USC00418523         920R
USC00418531         774S
USC00418544         887S
USC00418566         803R
USC00418583         783R
USC00418630         666R
USC00418631         766R
USC00418646         841S
USC00418658         881S
USC00418692         737S
USC00418696         789S
USC00418728        1405R
USC00418743        1018S
USC00418818         804S
USC00418845        1082R
USC00418861         821R
USC00418862         791R
USC00418863         812S
USC00418877         894S
USC00418897         750S
USC00418910         880R
USC00418924         565Q
USC00418926         556R
USC00418929         916S
USC00418942        1074C
USC00418996        1273R
USC00419001         819S
USC00419004         869S
USC00419007         768R
USC00419014         874R
USC00419016         833Q
USC00419030         709R
USC00419031         693R
USC00419068        1261R
USC00419076        1241S
USC00419088         404S
USC00419099         673S
USC00419101        1372S
USC00419125         967S
USC00419153         862S
USC00419163         786R
USC00419175         849S
USC00419191         906S
USC00419207        1056S
USC00419224         853S
USC00419268         757R
USC00419270         672R
USC00419275         696S
USC00419286         816R
USC00419295         574R
USC00419313         932R
USC00419330         927Q
USC00419346         876R
USC00419361        1113Q
USC00419365        1027R
USC00419367        1113Q
USC00419380         882Q
USC00419417         766S
USC00419491         992S
USC00419499         760R
USC00419501         779C
USC00419504         759C
USC00419522         912S
USC00419532         877S
USC00419559        1027S
USC00419565         756S
USC00419588         726R
USC00419655        1243S
USC00419662         749S
USC00419697         850Q
USC00419711         824Q
USC00419715         838S
USC00419717         833S
USC00419754        1434R
USC00419800         891S
USC00419815         989R
USC00419836         925S
USC00419847         717C
USC00419859         998S
USC00419893         983R
USC00419898        1458R
USC00419916        1040C
USC00419952        1090S
USC00419953         925S
USC00419962         794R
USC00419976         632R
USC00420050         219R
USC00420061         286R
USC00420072         587R
USC00420074         248S
USC00420086         347S
USC00420168         318S
USC00420336         223S
USC00420490         209R
USC00420527         475S
USC00420688         163R
USC00420730         207S
USC00420738         308S
USC00420757         602R
USC00420788         173S
USC00420820         320S
USC00420849         308C
USC00420900         650R
USC00420928         269S
USC00421008         413S
USC00421020         116R
USC00421144         170S
USC00421163         244S
USC00421168         216R
USC00421171         271S
USC00421214         214S
USC00421216         226R
USC00421241         209R
USC00421259         362Q
USC00421260         339Q
USC00421308         293R
USC00421432         290S
USC00421446         342S
USC00421590         334Q
USC00421731         268R
USC00421759         351S
USC00421918         263S
USC00422057         324S
USC00422101         166S
USC00422150         200R
USC00422173         200S
USC00422253         301S
USC00422257         177S
USC00422385         301S
USC00422418         256R
USC00422424         387S
USC00422558         260S
USC00422561         235R
USC00422578         239S
USC00422592         298S
USC00422607         183S
USC00422696         246S
USC00422700         310R
USC00422702         328S
USC00422726         291R
USC00422798         229S
USC00422828         247S
USC00422852         184S
USC00422864         361S
USC00422996         148R
USC00423012         333R
USC00423097         297S
USC00423254         201Q
USC00423348         236R
USC00423418         196R
USC00423486         265R
USC00423506         207S
USC00423600         269S
USC00423776         369S
USC00423809         262S
USC00423836         303R
USC00423980         160R
USC00424100         241S
USC00424135         297S
USC00424174         284S
USC00424321         264Q
USC00424342         186S
USC00424362         329S
USC00424467         332S
USC00424508         291S
USC00424527         285R
USC00424748         133R
USC00424755         309S
USC00424764         320R
USC00424856         266S
USC00424947         378R
USC00424968         182S
USC00425065         239S
USC00425138         247Q
USC00425148         294R
USC00425182         274S
USC00425186         298S
USC00425194         278S
USC00425252         162R
USC00425268         334R
USC00425377         306R
USC00425402         273S
USC00425477         235S
USC00425582         159C
USC00425723         316S
USC00425733         235S
USC00425805         392S
USC00425826         273S
USC00425837         211S
USC00425892         380R
USC00425969         180R
USC00426053         342R
USC00426123         214S
USC00426135         262S
USC00426181         351S
USC00426357         211S
USC00426404         320S
USC00426414         264R
USC00426455         299R
USC00426534         324S
USC00426538         204R
USC00426568         186S
USC00426601         364R
USC00426640         261Q
USC00426686         281R
USC00426708         184S
USC00426724         218R
USC00426869         391R
USC00426919         268S
USC00426938         252R
USC00427026         241S
USC00427064         294S
USC00427165         312R
USC00427260         209S
USC00427271         316S
USC00427395         173R
USC00427408         294R
USC00427516         141R
USC00427557         205R
USC00427559         357R
USC00427606         243R
USC00427686         261S
USC00427714         249R
USC00427729         389R
USC00427800         204R
USC00427846         533R
USC00427909         317R
USC00427931         224R
USC00427942         403Q
USC00428119         279S
USC00428456         273S
USC00428478         352R
USC00428668         252R
USC00428733         377S
USC00428771         296S
USC00428817         279S
USC00428828         267R
USC00428973         225R
USC00428978         249Q
USC00429133         234S
USC00429136         260R
USC00429152         193R
USC00429165         327S
USC00429346         371S
USC00429368         236S
USC00429514         346R
USC00429595         270S
USC00429717         298S
USC00430277        1295Q
USC00430499        1155R
USC00430661        1231S
USC00430940        1243R
USC00430942        1284Q
USC00431213        1331S
USC00431243        1220C
USC00431360        1255R
USC00431363        1259Q
USC00431433        1424C
USC00431580        1265Q
USC00431705        1345Q
USC00432314        1262Q
USC00432698        1414Q
USC00432769        1342R
USC00432773        1264Q
USC00432843        1298R
USC00433341        1225R
USC00433769        1423Q
USC00434052        1385R
USC00434120        1390R
USC00434189        1804Q
USC00434261        1486Q
USC00434747        1286R
USC00435273        1260Q
USC00435376        1256R
USC00435416        2251S
USC00435542        1291S
USC00435733        1260R
USC00435740        1296R
USC00436391        1231Q
USC00436500        1359R
USC00436761        1294R
USC00436893        1417S
USC00436995        1280S
USC00437032        1147R
USC00437098        1251S
USC00437152        1442R
USC00437607        1119C
USC00437612        1493R
USC00437646        1207S
USC00438160        1361R
USC00438169        1318Q
USC00438172        1372Q
USC00438556        1083R
USC00438600        1288R
USC00438637        1343R
USC00438815        1268R
USC00439099        1355R
USC00439591        1464R
USC00439735        1412R
USC00439984        1106R
USC00439988        1345Q
USC00440021        1269S
USC00440079        1259Q
USC00440135        1187R
USC00440166        1185R
USC00440187        1168R
USC00440188        1286Q
USC00440243        1275R
USC00440327        1171S
USC00440551        1274R
USC00440561        1203Q
USC00440720        1366R
USC00440735        1342R
USC00440766        1185S
USC00440792        1127S
USC00440860        1301Q
USC00440982        1285Q
USC00440993        1158R
USC00441082        1129R
USC00441099        1138Q
USC00441121        1125R
USC00441136        1118C
USC00441159        1067S
USC00441209        1286S
USC00441259        1152R
USC00441322        1253S
USC00441585        1175R
USC00441593        1355S
USC00441606        1248S
USC00441614        1205S
USC00441692        1157R
USC00441746        1177S
USC00441825        1319R
USC00441913        1157R
USC00441955        1112S
USC00441999        1381S
USC00442009        1105S
USC00442041         993R
USC00442044        1049S
USC00442064        1262S
USC00442142        1152S
USC00442208        1085S
USC00442245        1189S
USC00442400        1365Q
USC00442600        1061S
USC00442635        1410Q
USC00442663        1094R
USC00442790        1265C
USC00442941        1131S
USC00443192        1054R
USC00443204        1189Q
USC00443213        1275R
USC00443229        1039R
USC00443267        1215R
USC00443310        1073S
USC00443375        1209S
USC00443397        1083R
USC00443466        1200R
USC00443470        1208S
USC00443565        1190Q
USC00443640        1356S
USC00443991        1257R
USC00444039        1248Q
USC00444044        1411S
USC00444101        1306S
USC00444128        1130R
USC00444148        1108S
USC00444410        1298Q
USC00444414        1256S
USC00444565        1302S
USC00444568        1046S
USC00444600        1418R
USC00444676        1084C
USC00444768        1324R
USC00444777        1282R
USC00444876        1154R
USC00445050        1191S
USC00445096        1138S
USC00445117        1055R
USC00445150        1220Q
USC00445300        1213R
USC00445338        1294R
USC00445416        1144R
USC00445453        1594C
USC00445595        1224S
USC00445685        1297R
USC00445700        1349S
USC00445851        1150S
USC00445880        1180R
USC00446125        1475Q
USC00446147        1695Q
USC00446161        1350Q
USC00446173        1330R
USC00446475        1327S
USC00446491        1184S
USC00446593        1098R
USC00446626        1216R
USC00446656        1284Q
USC00446692        1384S
USC00446712        1209S
USC00446906        1165S
USC00446955        1053S
USC00446999        1069R
USC00447174        1240R
USC00447278        1323R
USC00447338        1368S
USC00447506        1336R
USC00447541        1255Q
USC00447904        1331Q
USC00447925        1239S
USC00447985        1257R
USC00448022        1104S
USC00448062        1114S
USC00448084        1111C
USC00448129        1386R
USC00448170        1555R
USC00448192        1522S
USC00448396        1160S
USC00448547        1187S
USC00448600        1140S
USC00448737        1196S
USC00448800        1390S
USC00448829        1163S
USC00448888        1227R
USC00448894        1276S
USC00448941        1214Q
USC00449025        1283S
USC00449151        1418S
USC00449169        1262S
USC00449181        1016S
USC00449186        1048S
USC00449213        1191S
USC00449215        1381S
USC00449263        1076S
USC00449272        1311R
USC00449301        1076S
USC00450008         532S
USC00450013         920R
USC00450176         339R
USC00450217         159Q
USC00450257         577S
USC00450294         395S
USC00450456         822S
USC00450482         433C
USC00450587         417R
USC00450668         132R
USC00450729         464S
USC00450844         587S
USC00450872         358S
USC00450945         565S
USC00451205         587S
USC00451233        1071S
USC00451276         347S
USC00451350         154S
USC00451395         361R
USC00451400         172S
USC00451414         339C
USC00451484         594C
USC00451496         861R
USC00451504         198Q
USC00451586         262R
USC00451630         403R
USC00451679         624S
USC00451690         105R
USC00451691         113S
USC00451760         699S
USC00451767         197R
USC00451783         296S
USC00451939         448S
USC00451992         654Q
USC00452007         211S
USC00452030         224R
USC00452157         563S
USC00452220         319R
USC00452384         342Q
USC00452505         116S
USC00452507         113Q
USC00452531         471S
USC00452542         120R
USC00452548         335R
USC00452563         141R
USC00452675         462S
USC00452914         897S
USC00453177         541R
USC00453184         130R
USC00453222          85R
USC00453226         112R
USC00453284         347R
USC00453320         557S
USC00453333         749S
USC00453515         187C
USC00453546         125S
USC00453730         303S
USC00453826         869R
USC00453883         141S
USC00453915         362Q
USC00454077         118R
USC00454084         488S
USC00454154          91S
USC00454169         360R
USC00454338         164S
USC00454446         221Q
USC00454486         623S
USC00454572         192R
USC00454679         125S
USC00454748         604S
USC00454764         700S
USC00454769         424S
USC00455086         562R
USC00455110         513S
USC00455133         240S
USC00455224         434S
USC00455231         100R
USC00455305         535S
USC00455326         191R
USC00455387         230S
USC00455525         519S
USC00455659         237Q
USC00455678         466R
USC00455688         123S
USC00455704         760S
USC00455774         737S
USC00455840         619S
USC00455844         426S
USC00455946         480S
USC00456011         364R
USC00456039         145S
USC00456096         315S
USC00456215         104R
USC00456262         387S
USC00456295        1045S
USC00456534         198C
USC00456610         235R
USC00456624         209R
USC00456678         268R
USC00456747          82S
USC00456768         120S
USC00456789         262S
USC00456803         333R
USC00456880          92S
USC00456896         460S
USC00456898         803R
USC00456909         538R
USC00456914         543S
USC00456974         407C
USC00457015          91S
USC00457059         167S
USC00457180         240S
USC00457185         417S
USC00457267         229S
USC00457342         145Q
USC00457507         599S
USC00457522         127R
USC00457544         210S
USC00457584         371R
USC00457696         709S
USC00457727         104R
USC00457773         560S
USC00457941         239R
USC00458034         732S
USC00458059         210S
USC00458207          92S
USC00458278         307S
USC00458508        1150R
USC00458715         805S
USC00458773         334S
USC00458959         121S
USC00459012         191R
USC00459021         364S
USC00459074         119S
USC00459079         115R
USC00459200         191S
USC00459238         204R
USC00459376         247S
USC00459455         120Q
USC00460094        1307S
USC00460102        1080C
USC00460202        1460Q
USC00460355        1104R
USC00460509        1154R
USC00460527        1432R
USC00460580        1222S
USC00460633        1408R
USC00460925        1164Q
USC00460939        1113S
USC00461075        1271C
USC00461215        1195S
USC00461220        1438R
USC00461282        1426S
USC00461324        1123R
USC00461330        1224R
USC00461363        1568R
USC00461393        1412R
USC00461397        1569Q
USC00461579        1305R
USC00461677        1289S
USC00461696        1334R
USC00461723        1423R
USC00461900        1416Q
USC00462054        1280R
USC00462151        1481R
USC00462211        1506Q
USC00462462        1341R
USC00462522        1295R
USC00462697        1202Q
USC00462920        1299S
USC00463072        1271R
USC00463215        1077S
USC00463251        1247Q
USC00463361        1465S
USC00463464        1541S
USC00463544        1336S
USC00463648        1255Q
USC00463798        1708C
USC00463846        1309S
USC00463940        1305Q
USC00464200        1088S
USC00464397        1218R
USC00464408        1255R
USC00464763        1106R
USC00464840        1071R
USC00464971        1585Q
USC00465002        1261S
USC00465224        1092S
USC00465353        1381S
USC00465365        1326S
USC00465453        1049Q
USC00465563        1390S
USC00465600        1442S
USC00465626        1355R
USC00465672        1165R
USC00465706        1018Q
USC00465739        1080R
USC00465875        1354R
USC00465963        1283S
USC00466163        1043R
USC00466212        1195S
USC00466248        1245R
USC00466284        1445Q
USC00466325        1314Q
USC00466442        1132R
USC00466591        1356S
USC00466600        1491R
USC00466867        1534R
USC00466900        1263R
USC00466912        1346Q
USC00466952        1104Q
USC00466982        1419S
USC00466989        1566Q
USC00467018        1141S
USC00467029        1323S
USC00467207        1133S
USC00467287        1096S
USC00467372        1306Q
USC00467455        1189R
USC00467513        1529R
USC00467552        1275S
USC00467649        1611R
USC00467730        1005R
USC00467743        1340R
USC00467785        1603R
USC00467918        1293R
USC00468051        1311R
USC00468308        1450S
USC00468351        1212Q
USC00468384        1271S
USC00468522        1485Q
USC00468614        1490S
USC00468662        1491Q
USC00468777        1602S
USC00468807        1689R
USC00468986        1435Q
USC00469011        1047S
USC00469086        1518R
USC00469281        1047S
USC00469333        1511Q
USC00469336        1688R
USC00469458        1307S
USC00469482        1135R
USC00469522        1067S
USC00469527        1303Q
USC00469610        1390R
USC00469683        1223S
USC00470045        1261R
USC00470080        1211Q
USC00470124        1468S
USC00470175        1256S
USC00470239        1104R
USC00470265        1144S
USC00470273        1326S
USC00470287        1361Q
USC00470308        1274R
USC00470347        1131Q
USC00470349        1139R
USC00470382        1309Q
USC00470456        1345Q
USC00470486        1350C
USC00470516        1435S
USC00470603        1062R
USC00470645        1279C
USC00470696        1285S
USC00470742        1265Q
USC00470773        1151R
USC00470855        1323R
USC00470882        1367S
USC00470892        1330S
USC00470904        1255C
USC00470929        1391R
USC00471039        1032R
USC00471044        1087R
USC00471062        1281Q
USC00471064        1100S
USC00471078        1311S
USC00471131        1192R
USC00471155        1093C
USC00471205        1108S
USC00471249        1224Q
USC00471280        1361R
USC00471308        1335R
USC00471416        1296S
USC00471568        1121C
USC00471578        1323Q
USC00471605        1180Q
USC00471667        1251C
USC00471676        1181S
USC00471681        1265Q
USC00471847        1384S
USC00471897        1000R
USC00471913        1322R
USC00471923        1316S
USC00471970        1296S
USC00471978        1199S
USC00472001        1434R
USC00472055        1085Q
USC00472165        1242R
USC00472173        1475S
USC00472240        1252R
USC00472279        1344R
USC00472314        1028C
USC00472413        1296Q
USC00472425        1315R
USC00472447        1244S
USC00472556        1374S
USC00472626        1025Q
USC00472826        1085R
USC00472839        1091S
USC00472851        1062Q
USC00472869        1201C
USC00472889        1215R
USC00472973        1368Q
USC00472996        1363S
USC00473022        1366R
USC00473038        1428S
USC00473058        1228C
USC00473116        1131Q
USC00473174        1120Q
USC00473182        1169C
USC00473186        1242S
USC00473268        1102Q
USC00473332        1115S
USC00473391        1301Q
USC00473405        1310S
USC00473453        1217S
USC00473471        1303R
USC00473511        1210S
USC00473636        1146Q
USC00473654        1290S
USC00473661        1167Q
USC00473698        1152R
USC00473702        1229Q
USC00473756        1243S
USC00473800        1087R
USC00473820        1279Q
USC00473930        1167Q
USC00474027        1294Q
USC00474080        1290S
USC00474108        1381Q
USC00474174        1131S
USC00474195        1061S
USC00474366        1333R
USC00474373        1387Q
USC00474379        1283Q
USC00474383        1182S
USC00474391        1339Q
USC00474404        1413R
USC00474422        1361Q
USC00474457        1127R
USC00474482        1346R
USC00474523        1078R
USC00474546        1378S
USC00474582        1079C
USC00474790        1350Q
USC00474829        1120R
USC00474894        1243S
USC00474937        1303C
USC00474953        1159R
USC00475017        1048S
USC00475091        1031S
USC00475096        1312Q
USC00475120        1274S
USC00475164        1309S
USC00475178        1282S
USC00475189        1338Q
USC00475255        1291S
USC00475286        1152C
USC00475335        1238S
USC00475364        1177C
USC00475473        1244Q
USC00475474        1148S
USC00475516        1143C
USC00475525        1059R
USC00475563        1368S
USC00475573        1417C
USC00475581        1296S
USC00475674        1380Q
USC00475718        1526R
USC00475786        1295C
USC00475808        1358R
USC00475932        1232S
USC00476122        1169R
USC00476200        1270C
USC00476208        1086S
USC00476280        1379S
USC00476330        1179C
USC00476357        1311S
USC00476380        1163Q
USC00476398        1175R
USC00476413        1240Q
USC00476420        1232Q
USC00476510        1036R
USC00476518        1074S
USC00476646        1465S
USC00476678        1173S
USC00476718        1352C
USC00476764        1178S
USC00476827        1306C
USC00476838        1288R
USC00476859        1168S
USC00476874        1110Q
USC00476922        1122S
USC00476939        1132R
USC00477015        1476Q
USC00477052        1450R
USC00477092        1106S
USC00477113        1120S
USC00477115        1120Q
USC00477118        1126Q
USC00477121        1219R
USC00477132        1193S
USC00477140        1122R
USC00477142        1159Q
USC00477158        1476S
USC00477174        1323S
USC00477209        1222S
USC00477226        1346S
USC00477230        1355Q
USC00477349        1188S
USC00477464        1204S
USC00477480        1103S
USC00477576        1402Q
USC00477708        1117C
USC00477725        1048S
USC00477745        1188R
USC00477761        1169Q
USC00477869        1458Q
USC00477892        1224S
USC00477964        1190Q
USC00477980        1056R
USC00477997        1354S
USC00478018        1121C
USC00478027        1235S
USC00478110        1301S
USC00478164        1349R
USC00478171        1221C
USC00478229        1238S
USC00478241        1211S
USC00478267        1049C
USC00478288        1151R
USC00478316        1301R
USC00478324        1112R
USC00478349        1181S
USC00478376        1152R
USC00478540        1292Q
USC00478589        1263S
USC00478672         972S
USC00478723        1188S
USC00478750        1155Q
USC00478827        1385R
USC00478905         880S
USC00478910        1295Q
USC00478919        1398C
USC00478937        1279R
USC00478951        1259S
USC00478969        1269Q
USC00478978        1080S
USC00479012        1279Q
USC00479046        1225R
USC00479050        1206R
USC00479053        1209Q
USC00479062        1365R
USC00479144        1266R
USC00479176        1059R
USC00479190        1242S
USC00479236        1145S
USC00479304        1248R
USC00479319        1329S
USC00479335        1207S
USC00479345        1218S
USC00480027         465R
USC00480080         668S
USC00480140         532S
USC00480270         711R
USC00480484         281S
USC00480540         189S
USC00480552         340S
USC00480603         437Q
USC00480680         471Q
USC00480740         466C
USC00480761         205R
USC00480778         347S
USC00480865         407R
USC00480951         315R
USC00481000         248S
USC00481131         293Q
USC00481165         450S
USC00481167         498Q
USC00481175         340R
USC00481220         508Q
USC00481284         280S
USC00481547         663R
USC00481569         363Q
USC00481572         374Q
USC00481610         410R
USC00481676         655Q
USC00481730         577S
USC00481736         195S
USC00481775         296S
USC00481816         440S
USC00481840         370S
USC00481850         339R
USC00481855         372S
USC00481905         563S
USC00482054         344R
USC00482242         335R
USC00482375         448S
USC00482399         440R
USC00482415         223S
USC00482466         691S
USC00482580         508S
USC00482595         291S
USC00482680         517R
USC00482685         437R
USC00482715         325R
USC00482725         479S
USC00482881         500R
USC00482995         272S
USC00483031         242S
USC00483045         356R
USC00483100         315R
USC00483170         281Q
USC00483396         230S
USC00483582         281Q
USC00483855         565S
USC00483936         514Q
USC00483950         288R
USC00484065         221R
USC00484080         205R
USC00484411         297S
USC00484442         621S
USC00484760         618R
USC00484910         419R
USC00484925         264S
USC00485055         406R
USC00485105         265S
USC00485252         269R
USC00485260         630S
USC00485345         547R
USC00485374         548Q
USC00485392         287Q
USC00485435         418R
USC00485506         506S
USC00485525         251S
USC00485703         360R
USC00485770         212S
USC00485830         530R
USC00485833         624Q
USC00486120         330R
USC00486195         356R
USC00486428         419R
USC00486440         419S
USC00486555         289S
USC00486595         229R
USC00486660         643S
USC00486845         548R
USC00486852         579R
USC00487105         301Q
USC00487115         249R
USC00487200         630S
USC00487240         682R
USC00487260         326S
USC00487376         312R
USC00487388         274R
USC00487473         227C
USC00487548         535R
USC00487555         553S
USC00487760         249S
USC00487810         497R
USC00487847         255Q
USC00487885         616Q
USC00487955         269R
USC00487990         304R
USC00488070         324R
USC00488124         281R
USC00488160         433S
USC00488192         373S
USC00488209         243R
USC00488315         548S
USC00488385         314Q
USC00488626         617R
USC00488705         671S
USC00488758         472S
USC00488808         520R
USC00488852         354S
USC00488858         345S
USC00488875         297R
USC00488884         297R
USC00488888         418R
USC00488995         516R
USC00488997         631R
USC00489025         501S
USC00489205         559R
USC00489207         507R
USC00489208         719Q
USC00489459         253R
USC00489467         345R
USC00489580         485S
USC00489604         507R
USC00489615         526S
USC00489770         233S
USC00489805         421R
USC00489905         447S
USC00500243         969S
USC00500275         604R
USC00500279         620Q
USC00500281         624Q
USC00500302         772R
USC00500363        2029Q
USC00500464        1562S
USC00500490         632Q
USC00500657        2221R
USC00500707         520R
USC00500788        1212S
USC00500832        1415Q
USC00501175         569Q
USC00501180         740Q
USC00501220         619Q
USC00501240        2774R
USC00501243         779R
USC00501244         764Q
USC00501466         617Q
USC00501492         405R
USC00501497         607Q
USC00501684         666Q
USC00501926        1140R
USC00501987         584Q
USC00502107         618S
USC00502112         703R
USC00502126         257R
USC00502173        2762R
USC00502227        1496Q
USC00502339         701Q
USC00502350         682R
USC00502352         623R
USC00502457         852R
USC00502568         816R
USC00502587         741S
USC00502645         638Q
USC00502656         606Q
USC00502707         664R
USC00502737         649Q
USC00502785        1506S
USC00502868         712Q
USC00502871         702Q
USC00502965         533R
USC00502970         643Q
USC00503009         712R
USC00503160         765Q
USC00503163         539R
USC00503181         667Q
USC00503196         618Q
USC00503212         563R
USC00503275         703Q
USC00503294        1427Q
USC00503299         702S
USC00503304         587Q
USC00503502         732Q
USC00503504         518R
USC00503573         758S
USC00503585         807R
USC00503605        1491Q
USC00503650        1455Q
USC00503672         712S
USC00503682         482R
USC00503695        1092Q
USC00503720         567R
USC00503821        1373Q
USC00503933         776R
USC00504094        1802R
USC00504103        1772Q
USC00504107        1347Q
USC00504109        1366Q
USC00504550         548R
USC00504621         794R
USC00504812        1328S
USC00504971         756Q
USC00504991        1333Q
USC00505136         225S
USC00505397         627R
USC00505464         680R
USC00505519        3085S
USC00505604        3664S
USC00505644         701Q
USC00505733         588S
USC00505757         681S
USC00505778         808R
USC00505873         750Q
USC00505880         720Q
USC00505884        1918Q
USC00505894         538R
USC00506147         684S
USC00506581         592S
USC00506777         462R
USC00506870         589R
USC00507097         813Q
USC00507141        2174R
USC00507421        1231Q
USC00507444         724Q
USC00507513         637Q
USC00507557        2675S
USC00507570         396S
USC00507738        1894R
USC00507780         215P
USC00507783         490S
USC00508140         812R
USC00508375        1043Q
USC00508377         863R
USC00508409         758Q
USC00508470         496R
USC00508525         588Q
USC00508547         716R
USC00508584        2732Q
USC00508594         554R
USC00508615         703Q
USC00508625         697R
USC00508884         715Q
USC00508915         689R
USC00508945         710R
USC00509313         531R
USC00509385         450R
USC00509460         791R
USC00509489         800R
USC00509641         637S
USC00509685        1219Q
USC00509747        2532Q
USC00509790         722R
USC00509793         712R
USC00509829        3662S
USC00509861         756Q
USC00509869         637Q
USC00509891         661Q
USC00509919        1664Q
USC00510123        1132S
USC00510211         346Q
USC00510248         160S
USC00510305         328Q
USC00510746        5725R
USC00510840        1245R
USC00511004         607S
USC00511065         326R
USC00511086         814S
USC00511125        1602R
USC00511303        1925S
USC00511856        1825R
USC00511880         533R
USC00511918         136S
USC00512161         233R
USC00512558         246R
USC00512568         955Q
USC00512595        5322Q
USC00512679        2549Q
USC00512802        5024R
USC00512896         459Q
USC00512960        2509S
USC00512982        1993Q
USC00513054         616S
USC00513099         625S
USC00513113        1408R
USC00513117         808R
USC00513208         853R
USC00513300         939S
USC00513317         375R
USC00513368        1637R
USC00513376         667Q
USC00513461         176Q
USC00513541          57Q
USC00513910         186S
USC00513911         166R
USC00514080         601R
USC00514272         150R
USC00514459        3351Q
USC00514489          26S
USC00514500         510S
USC00514561        1328S
USC00514680        1520Q
USC00514735         198R
USC00514758        1516S
USC00514765         138S
USC00514806        1658R
USC00514815        1970R
USC00514829        1259Q
USC00514928        1627R
USC00514938        1084R
USC00515000         257S
USC00515004         536S
USC00515011        1963R
USC00515275         152R
USC00515286         426Q
USC00515330        1600C
USC00515408          71Q
USC00515715         855Q
USC00515758         197R
USC00515761         378S
USC00515842         166S
USC00515864         196S
USC00516082         218R
USC00516122        1354C
USC00516128        4011S
USC00516130        3438R
USC00516190         292Q
USC00516198         526Q
USC00516270         271Q
USC00516304         528R
USC00516395         456S
USC00516588         872Q
USC00516850         329R
USC00516928        2283S
USC00516933        1796Q
USC00517000        1934S
USC00517059          49Q
USC00517131        2292R
USC00517166         965S
USC00517204        1212R
USC00517312        1643C
USC00517421         825Q
USC00517437         877Q
USC00517540         298S
USC00517566         399C
USC00517656        1193S
USC00517664        2867S
USC00517724        3623R
USC00517810        3954C
USC00518055         389Q
USC00518060          59S
USC00518067        2734Q
USC00518086        1556Q
USC00518101        1196Q
USC00518165        1586S
USC00518205         398R
USC00518316         500S
USC00518386        1858Q
USC00518407         207Q
USC00518422         160S
USC00518433        4746Q
USC00518500         410R
USC00518543          67S
USC00518552         765R
USC00518600         585R
USC00518652         360R
USC00518688         180S
USC00518830         699R
USC00518838        1298R
USC00519025        4686C
USC00519142         227Q
USC00519144          69R
USC00519185         262S
USC00519231         199S
USC00519253         152R
USC00519275         331S
USC00519281        1364R
USC00519315         512S
USC00519397         231S
USC00519432        3274Q
USC00519484         316R
USC00519523         457S
USC00519603        1106S
USC00519629         168S
USC00519980         738S
USW00003013         752Q
USW00003016         355Q
USW00003017         583R
USW00003024         896Q
USW00003026         842Q
USW00003027         658Q
USW00003028         817Q
USW00003029         443Q
USW00003030         852Q
USW00003031         510Q
USW00003032         553Q
USW00003047         516Q
USW00003048         472Q
USW00003054         772Q
USW00003055         805Q
USW00003060         501Q
USW00003061         529Q
USW00003062         730Q
USW00003063         574Q
USW00003067         822Q
USW00003102          34Q
USW00003103         608S
USW00003104          35S
USW00003122          14S
USW00003125          94S
USW00003131          20Q
USW00003144          63Q
USW00003145          77P
USW00003154          30Q
USW00003159          24S
USW00003160         116R
USW00003162         202Q
USW00003164         113S
USW00003166          18Q
USW00003167          14Q
USW00003170         206R
USW00003171          25Q
USW00003177          30Q
USW00003178          34Q
USW00003179          25Q
USW00003184         259Q
USW00003192         228Q
USW00003195         446Q
USW00003196         877Q
USW00003728        1802Q
USW00003739        1410Q
USW00003758        1275Q
USW00003802        1368Q
USW00003804        1184R
USW00003809        1144R
USW00003810        1266S
USW00003811        1233S
USW00003812        1336S
USW00003813        1311C
USW00003816        1126C
USW00003818        1611Q
USW00003820        1337C
USW00003822        1811C
USW00003841        1353S
USW00003847        1374C
USW00003849        1215R
USW00003853        1535R
USW00003855        1888R
USW00003856        1195C
USW00003859        1157S
USW00003860        1217C
USW00003866        1395R
USW00003868        1284Q
USW00003870        1308C
USW00003872        1250C
USW00003878        1512Q
USW00003881        1380S
USW00003882        1897Q
USW00003887        1186Q
USW00003888        1393Q
USW00003889        1304C
USW00003893        1330Q
USW00003894        1151Q
USW00003901        1092Q
USW00003904         927S
USW00003919        1235R
USW00003927         793C
USW00003928        1223C
USW00003932         887Q
USW00003935         995S
USW00003936        1334Q
USW00003937        1734C
USW00003940        1317C
